EF,ACC,page,author,year,experiment,family,genus,species,variety,plant_type,plant_type_2,plant_type_3,diversity_type,plant_quality_type,defence_type_specific,trait_category,structure,experiment_type,study_type,plant_lifestage,shade_tolerance,plant_lifestage_2,plant_age,diversity_level,latitude,biome_type,Nfixing,broadleaf_conifer_mix,forb_legume_grass_mix,density,PD,PD2,SR,X_control,SE_control,SD_control,N_control,X_mixture,SE_control.1,SD_mixture,N_mixture,data_source,notes,yi,vi
ef69,3,41,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,N,NA,0.21,0.981,0.019,2,397.887,N/A,8.872,3,410.172,N/A,1.073,2,supplimentary info,Thinned BA,1.222689653,0.982830332
ef70,3,42,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.21,0.654,0.346,3,397.887,N/A,8.872,3,400.569,N/A,14.052,2,supplimentary info,Thinned LBA,0.178433266,0.836517176
ef71,3,43,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.21,0.5,0.5,2,397.887,N/A,8.872,3,392.606,N/A,2.249,3,supplimentary info,Thinned PB,-0.651067432,0.701990733
ef72,3,44,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.21,0.654,0.346,3,397.887,N/A,8.872,3,416.444,N/A,1.712,2,supplimentary info,Thinned PBA,1.836646134,1.170660236
ef73,3,45,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.21,0.333,0.667,3,397.887,N/A,8.872,3,400.351,N/A,11.423,3,supplimentary info,Thinned PLB,0.192228471,0.669745982
ef74,3,46,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.21,0.333,0.667,3,397.887,N/A,8.872,3,412.99,N/A,1.731,2,supplimentary info,Thinned PSB,1.494487809,1.056682714
ef75,3,47,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.21,0.392,0.608,5,397.887,N/A,8.872,3,421.971,N/A,3.762,2,supplimentary info,Thinned PSLBA,2.304403364,1.36436082
ef76,3,48,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.21,0.5,0.5,2,397.887,N/A,8.872,3,402.841,N/A,19.012,2,supplimentary info,Thinned SB,0.272572535,0.840762912
ef77,3,49,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,N,NA,0.42,0.981,0.019,2,152.884,N/A,17.576,3,182.514,N/A,6.778,2,supplimentary info,Unthinned BA,1.441391153,1.041094179
ef78,3,50,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.42,0.654,0.346,3,152.884,N/A,17.576,3,158.382,N/A,22.648,3,supplimentary info,Unthinned LBA,0.216403424,0.670569203
ef79,3,51,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.42,0.5,0.5,2,152.884,N/A,17.576,3,176.849,N/A,10.566,2,supplimentary info,Unthinned PB,1.11207246,0.957003849
ef80,3,52,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.42,0.654,0.346,3,152.884,N/A,17.576,3,168.701,N/A,25.316,3,supplimentary info,Unthinned PBA,0.579107937,0.694613834
ef81,3,53,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.42,0.333,0.667,3,152.884,N/A,17.576,3,162.514,N/A,20.814,3,supplimentary info,Unthinned PLB,0.398876916,0.679925233
ef82,3,54,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.42,0.333,0.667,3,152.884,N/A,17.576,3,155.226,N/A,14.812,3,supplimentary info,Unthinned PSB,0.11497332,0.667768239
ef83,3,55,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.42,0.392,0.608,5,152.884,N/A,17.576,3,153.553,N/A,34.349,2,supplimentary info,Unthinned PSLBA,0.019775579,0.833372441
ef84,3,56,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.42,0.5,0.5,2,152.884,N/A,17.576,3,148.348,N/A,15.252,3,supplimentary info,Unthinned SB,-0.219944509,0.670697966
ef85,3,57,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,N,NA,0.21,0.981,0.019,2,145.353,N/A,4.343,3,145.661,N/A,1.468,2,supplimentary info,Thinned BA,0.061128286,0.833707
ef86,3,58,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.21,0.654,0.346,3,145.353,N/A,4.343,3,160.23,N/A,6.551,2,supplimentary info,Thinned LBA,2.076361687,1.264461119
ef87,3,59,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.21,0.5,0.5,2,145.353,N/A,4.343,3,160.055,N/A,16.086,3,supplimentary info,Thinned PB,0.995646761,0.749276039
ef88,3,60,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.21,0.654,0.346,3,145.353,N/A,4.343,3,136.041,N/A,3.248,2,supplimentary info,Thinned PBA,-1.679777082,1.115498438
ef89,3,61,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.21,0.333,0.667,3,145.353,N/A,4.343,3,153.836,N/A,8.481,3,supplimentary info,Thinned PLB,1.004587769,0.750766382
ef90,3,62,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.21,0.333,0.667,3,145.353,N/A,4.343,3,146.508,N/A,8.919,2,supplimentary info,Thinned PSB,0.133673407,0.835120191
ef91,3,63,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.21,0.392,0.608,5,145.353,N/A,4.343,3,133.103,N/A,13.055,2,supplimentary info,Thinned PSLBA,-1.064146016,0.946574008
ef92,3,64,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.21,0.5,0.5,2,145.353,N/A,4.343,3,153.921,N/A,14.431,2,supplimentary info,Thinned SB,0.684687019,0.880212965
ef93,3,65,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,total phenolics,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,N,NA,0.42,0.981,0.019,2,44.393,N/A,5.195,3,39.39,N/A,0.75,2,supplimentary info,Unthinned BA,-0.849060521,0.90542371
ef94,3,66,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,total phenolics,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.42,0.654,0.346,3,44.393,N/A,5.195,3,37.833,N/A,1.593,3,supplimentary info,Unthinned LBA,-1.362256813,0.821311969
ef95,3,67,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,total phenolics,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.42,0.5,0.5,2,44.393,N/A,5.195,3,36.59,N/A,1.909,2,supplimentary info,Unthinned PB,-1.288349434,0.99931776
ef96,3,68,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,total phenolics,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.42,0.654,0.346,3,44.393,N/A,5.195,3,37.46,N/A,1.975,3,supplimentary info,Unthinned PBA,-1.407592019,0.831776274
ef97,3,69,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,total phenolics,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.42,0.333,0.667,3,44.393,N/A,5.195,3,39.4,N/A,6.938,3,supplimentary info,Unthinned PLB,-0.650021396,0.701877318
ef98,3,70,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,total phenolics,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.42,0.333,0.667,3,44.393,N/A,5.195,3,41.005,N/A,4.135,3,supplimentary info,Unthinned PSB,-0.575767148,0.694292317
ef99,3,71,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,total phenolics,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.42,0.392,0.608,5,44.393,N/A,5.195,3,40.87,N/A,0.976,2,supplimentary info,Unthinned PSLBA,-0.595762569,0.868826637
ef100,3,72,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,total phenolics,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.42,0.5,0.5,2,44.393,N/A,5.195,3,45.14,N/A,9.952,3,supplimentary info,Unthinned SB,0.075082397,0.667136447
ef101,3,73,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,total phenolics,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,N,NA,0.21,0.981,0.019,2,39.153,N/A,5.401,3,39.83,N/A,2.927,2,supplimentary info,Thinned BA,0.103730522,0.834409335
ef102,3,74,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,total phenolics,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.21,0.654,0.346,3,39.153,N/A,5.401,3,40.52,N/A,7.241,2,supplimentary info,Thinned LBA,0.162783415,0.835983177
ef103,3,75,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,total phenolics,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.21,0.5,0.5,2,39.153,N/A,5.401,3,42.887,N/A,1.989,3,supplimentary info,Thinned PB,0.732046773,0.711324373
ef104,3,76,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,total phenolics,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.21,0.654,0.346,3,39.153,N/A,5.401,3,43.5,N/A,1.725,2,supplimentary info,Thinned PBA,0.695758187,0.881741279
ef105,3,77,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,total phenolics,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.21,0.333,0.667,3,39.153,N/A,5.401,3,41.913,N/A,2.022,3,supplimentary info,Thinned PLB,0.540017317,0.690968225
ef106,3,78,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,total phenolics,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.21,0.333,0.667,3,39.153,N/A,5.401,3,44.53,N/A,0.042,2,supplimentary info,Thinned PSB,0.88227553,0.911174344
ef107,3,79,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,total phenolics,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.21,0.392,0.608,5,39.153,N/A,5.401,3,41.83,N/A,3.012,2,supplimentary info,Thinned PSLBA,0.408633605,0.850031476
ef108,3,80,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,total phenolics,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.21,0.5,0.5,2,39.153,N/A,5.401,3,45.155,N/A,0.29,2,supplimentary info,Thinned SB,0.984133374,0.930185183
ef109,3,81,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,N,NA,0.42,0.981,0.019,2,7.026,N/A,0.244,3,7.068,N/A,0.17,2,supplimentary info,Unthinned BA,0.136842014,0.835205907
ef110,3,82,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.42,0.654,0.346,3,7.026,N/A,0.244,3,6.753,N/A,0.423,3,supplimentary info,Unthinned LBA,-0.630819897,0.699827812
ef111,3,83,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.42,0.5,0.5,2,7.026,N/A,0.244,3,6.955,N/A,0.327,2,supplimentary info,Unthinned PB,-0.187181579,0.836837028
ef112,3,84,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.42,0.654,0.346,3,7.026,N/A,0.244,3,6.908,N/A,0.248,3,supplimentary info,Unthinned PBA,-0.382712466,0.678872403
ef113,3,85,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.42,0.333,0.667,3,7.026,N/A,0.244,3,6.971,N/A,0.163,3,supplimentary info,Unthinned PLB,-0.211496684,0.670394237
ef114,3,86,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.42,0.333,0.667,3,7.026,N/A,0.244,3,7.118,N/A,0.245,3,supplimentary info,Unthinned PSB,0.300225874,0.674177965
ef115,3,87,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.42,0.392,0.608,5,7.026,N/A,0.244,3,6.679,N/A,0.3,2,supplimentary info,Unthinned PSLBA,-0.951133496,0.923798826
ef116,3,88,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.42,0.5,0.5,2,7.026,N/A,0.244,3,6.951,N/A,0.249,3,supplimentary info,Unthinned SB,-0.242751581,0.671577361
ef117,3,89,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,N,NA,0.21,0.981,0.019,2,6.949,N/A,0.532,3,6.377,N/A,0.507,2,supplimentary info,Thinned BA,-0.790188051,0.895773049
ef118,3,90,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.21,0.654,0.346,3,6.949,N/A,0.532,3,6.894,N/A,0.007,2,supplimentary info,Thinned LBA,-0.091617239,0.834172705
ef119,3,91,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.21,0.5,0.5,2,6.949,N/A,0.532,3,6.958,N/A,0.37,3,supplimentary info,Thinned PB,0.01567156,0.666687133
ef120,3,92,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.21,0.654,0.346,3,6.949,N/A,0.532,3,6.473,N/A,0.158,2,supplimentary info,Thinned PBA,-0.776012544,0.89355288
ef121,3,93,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.21,0.333,0.667,3,6.949,N/A,0.532,3,7.05,N/A,0.245,3,supplimentary info,Thinned PLB,0.19458007,0.669821784
ef122,3,94,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.21,0.333,0.667,3,6.949,N/A,0.532,3,6.677,N/A,0.398,2,supplimentary info,Thinned PSB,-0.400519841,0.849374948
ef123,3,95,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.21,0.392,0.608,5,6.949,N/A,0.532,3,6.937,N/A,0.163,2,supplimentary info,Thinned PSLBA,-0.019536832,0.833371502
ef124,3,96,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,chemical,lignans,phenolics,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.21,0.5,0.5,2,6.949,N/A,0.532,3,6.984,N/A,0.368,2,supplimentary info,Thinned SB,0.052374852,0.833607646
ef125,3,97,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,N,NA,0.42,0.981,0.019,2,2.81,N/A,0.257,3,2.88,N/A,0.128,2,supplimentary info,Unthinned BA,0.227678003,0.838517061
ef126,3,98,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.42,0.654,0.346,3,2.81,N/A,0.257,3,2.955,N/A,0.525,3,supplimentary info,Unthinned LBA,0.27990915,0.673195761
ef127,3,99,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,No N-fixing neighbours,Y,NA,0.42,0.5,0.5,2,2.81,N/A,0.257,3,2.781,N/A,0.182,2,supplimentary info,Unthinned PB,-0.089417804,0.834132888
ef128,3,100,"Muiruri, E",2019,Satakunta,Betulaceae,Betula,Betula pendula,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,adult?,intolerant,mature,16,plot,61,boreal,N-fixing neighbours,Y,NA,0.42,0.654,0.346,3,2.81,N/A,0.257,3,2.819,N/A,0.324,3,supplimentary info,Unthinned PBA,0.024556574,0.666716919
